id,es,en,it,fr,de,pt
LOADING_AD,Cargando anuncio... Por favor, espera unos segundos,Loading ad... Please wait a few seconds.,Caricamento annuncio... Attendi qualche secondo.,Chargement de la publicité... Veuillez patienter quelques secondes.,Werbung wird geladen... Bitte warten Sie einige Sekunden.,Carregando anúncio... Por favor, aguarde alguns segundos.
LOAD_AD_FAILED,No se pudo cargar el anuncio. Por favor, intenta más tarde.,Could not load the ad. Please try again later.,Impossibile caricare l'annuncio. Riprova più tardi.,Impossible de charger la publicité. Veuillez réessayer plus tard.,Werbung konnte nicht geladen werden. Bitte versuchen Sie es später noch einmal.,Não foi possível carregar o anúncio. Por favor, tente mais tarde.
circuits_tab,Circuitos,Circuits,Circuiti,Circuits,Schaltungen,Circuitos
music_tab,Música,Music,Musica,Musique,Musik,Música
led,LED,LED,LED,LED,LED,LED
not,NOT,NOT,NOT,NOT,NOT,NOT
and,AND,AND,AND,AND,AND,AND
or,OR,OR,OR,OR,OR,OR
nand,NAND,NAND,NAND,NAND,NAND,NAND
nor,NOR,NOR,NOR,NOR,NOR,NOR
xor,XOR,XOR,XOR,XOR,XOR,XOR
xnor,XNOR,XNOR,XNOR,XNOR,XNOR,XNOR
piston,Pistón,Piston,Pistone,Piston,Kolben,Pistão
cannon,Cañón,Cannon,Cannone,Canon,Kanone,Canhão
phase_block,Bloque de Fase,Phase Block,Blocco di Fase,Bloc de Phase,Phasenblock,Bloco de Fase
share_btn_ui,"Compartir","Share","Condividi","Partager","Teilen","Compartilhar"
import_btn_ui,"Importar","Import","Importa","Importer","Importieren","Importar"
permission_title,"Permiso de Almacenamiento","Storage Permission","Permesso di Archiviazione","Autorisation de Stockage","Speicherberechtigung","Permissão de Armazenamento"
permission_desc,"Para poder importar y exportar creaciones (.sbu) en tu carpeta de Descargas, necesitamos acceso al almacenamiento de tu dispositivo.","To import and export creations (.sbu) in your Downloads folder, we need access to your device's storage.","Per poter importare ed esportare creazioni (.sbu) nella tua cartella Download, abbiamo bisogno dell'accesso all'archiviazione del tuo dispositivo.","Pour pouvoir importer et exporter des créations (.sbu) dans votre dossier Téléchargements, nous avons besoin d'accéder au stockage de votre appareil.","Um Kreationen (.sbu) in Ihrem Downloads-Ordner importieren und exportieren zu können, benötigen wir Zugriff auf den Speicher Ihres Geräts.","Para poder importar e exportar criações (.sbu) na sua pasta de Downloads, precisamos de acesso ao armazenamento do seu dispositivo."
permission_grant,"Conceder","Grant","Concedi","Accorder","Erlauben","Conceder"
permission_retry_msg,"Se han solicitado los permisos del sistema. Concede el acceso y vuelve a pulsar el botón para completar la acción.","System permissions have been requested. Please grant access and press the button again to complete the action.","Le autorizzazioni di sistema sono state richieste. Concedi l'accesso e premi di nuovo il pulsante per completare l'azione.","Les autorisations système ont été demandées. Veuillez accorder l'accès et appuyer à nouveau sur le bouton pour terminer l'action.","Systemberechtigungen wurden angefordert. Bitte gewähren Sie Zugriff und drücken Sie die Taste erneut, um die Aktion abzuschließen.","As permissões do sistema foram solicitadas. Conceda o acesso e pressione o botão novamente para concluir a ação."
export_success,"¡Creación exportada correctamente a Descargas como '{0}'!","Creation successfully exported to Downloads as '{0}'!","Creazione esportata correttamente in Download come '{0}'!","Création exportée avec succès vers les Téléchargements sous '{0}'!","Kreation erfolgreich in Downloads als '{0}' exportiert!","Criação exportada com sucesso para Downloads como '{0}'!"
export_fail,"Error al exportar la creación.","Failed to export creation.","Errore durante l'esportazione della creazione.","Échec de l'exportation de la création.","Fehler beim Exportieren der Kreation.","Erro ao exportar a criação."
import_select_title,"Importar Creación (.sbu)","Import Creation (.sbu)","Importa Creazione (.sbu)","Importer une Création (.sbu)","Kreation importieren (.sbu)","Importar Criação (.sbu)"
import_no_files,"No se encontraron archivos '.sbu' en tu carpeta de Descargas.","No '.sbu' files were found in your Downloads folder.","Nessun file '.sbu' trovato nella tua cartella Download.","Aucun fichier '.sbu' trouvé dans votre dossier Téléchargements.","Keine '.sbu'-Dateien in Ihrem Downloads-Ordner gefunden.","Nenhum arquivo '.sbu' foi encontrado na sua pasta de Downloads."
import_success,"¡Creación '{0}' importada con éxito!","Creation '{0}' successfully imported!","Creazione '{0}' importata con successo!","Création '{0}' importée avec succès !","Kreation '{0}' erfolgreich importiert!","Criação '{0}' importada com sucesso!"
import_fail,"Error al importar el archivo.","Failed to import file.","Errore durante l'importazione del file.","Échec de l'importation du fichier.","Fehler beim Importieren der Datei.","Erro ao importar o arquivo."
processing_creation,"Procesando creación...","Processing creation...","Elaborazione creazione...","Traitement de la création...","Kreation wird verarbeitet...","Processando criação..."
tut_zoom_title,"🔍 Modo Paneo y Zoom","🔍 Pan & Zoom Mode","🔍 Modalità Pan & Zoom","🔍 Mode Pan & Zoom","🔍 Schwenk- & Zoom-Modus","🔍 Modo Pan & Zoom"
tut_zoom_step1,"• Pellizca con 2 dedos para hacer Zoom.","• Pinch with 2 fingers to Zoom.","• Pizzica con 2 dita per fare Zoom.","• Pincez avec 2 doigts pour zoomer.","• Mit 2 Fingern zusammenkneifen, um zu zoomen.","• Use 2 dedos para dar Zoom."
tut_zoom_step2,"• Arrastra con 1 dedo para moverte.","• Drag with 1 finger to move.","• Trascina con 1 dito per spostarti.","• Glissez avec 1 doigt pour vous déplacer.","• Mit 1 Finger ziehen, um sich zu bewegen.","• Arraste com 1 dedo para se mover."
tooltip_zoom,ZOOM,ZOOM,ZOOM,ZOOM,ZOOM,ZOOM
tooltip_save,Guardar,Save,Salva,Sauvegarder,Speichern,Salvar
tooltip_undo,Deshacer,Undo,Annulla,Annuler,Rückgängig,Desfazer
tooltip_redo,Rehacer,Redo,Ripristina,Rétablir,Wiederherstellen,Refazer
import_newer_version_warning,"El mundo que importas es más actual ({0}) que el tuyo ({1}). Puede ser que hayan cosas que se corrompan al cargar el mundo. ¿Continuar?","The world you are importing is newer ({0}) than yours ({1}). Some features might be corrupted when loading the world. Continue?","Il mondo che stai importando è più recente ({0}) del tuo ({1}). Alcune funzionalità potrebbero corrompersi durante il caricamento del mondo. Continuare?","Le monde que vous importez est plus récent ({0}) que le vôtre ({1}). Certaines fonctionnalités pourraient être corrompues lors du chargement du monde. Continuer ?","Die Welt, die Sie importieren, ist neuer ({0}) als Ihre ({1}). Einige Funktionen können beim Laden der Welt beschädigt werden. Fortfahren?","O mundo que você está importando é mais recente ({0}) que o seu ({1}). Alguns recursos podem ser corrompidos ao carregar o mundo. Continuar?"
pipe,Tubería,Pipe,Tubo,Tuyau,Rohr,Tubo
pipe_x2,Tubería X2,Pipe X2,Tubo X2,Tuyau X2,Rohr X2,Tubo X2
cannon_control_title,"Controlador de Cañón","Cannon Controller","Controllore Cannone","Contrôleur de Canon","Kanonensteuerung","Controlador de Canhão"
cannon_dir_label,"Dirección","Direction","Direzione","Direction","Richtung","Direção"
cannon_power_label,"Potencia de Disparo: %s","Firing Power: %s","Potenza di Fuoco: %s","Puissance de Tir: %s","Schusskraft: %s","Potência de Disparo: %s"
cannon_power_min,"Mínimo","Minimum","Minimo","Minimum","Minimum","Mínimo"
cannon_power_med,"Medio","Medium","Medio","Moyen","Mittel","Médio"
cannon_power_max,"Máximo","Maximum","Massimo","Maximum","Maximum","Máximo"
cannon_conn_label,"Conexión de Tubería","Pipe Connection","Connessione Tubo","Connexion de Tuyau","Rohranschluss","Conexão de Tubo"
led_color_title,"Color del LED","LED Color","Colore LED","Couleur de la LED","LED-Farbe","Cor do LED"
tut_piston,"💡 ¿Cómo funciona?\n• Si le das un segundo toque, este rota.\n• El número en el menú indica cuántos píxeles se estira el pistón.","💡 How does it work?\n• Tap it again to rotate it.\n• The number in the menu indicates how many pixels the piston stretches.","💡 Come funziona?\n• Toccalo di nuovo per ruotarlo.\n• Il numero nel menu indica quanti pixel si estende il pistone.","💡 Comment ça marche ?\n• Appuyez à nouveau pour le faire pivoter.\n• Le nombre dans le menu indique de combien de pixels le piston s'étire.","💡 Wie funktioniert das?\n• Tippe erneut darauf, um ihn zu drehen.\n• Die Zahl im Menü gibt an, wie viele Pixel der Kolben ausfährt.","💡 Como funciona?\n• Toque novamente para girá-lo.\n• O número no menu indica quantos pixels o pistão se estende."
tut_cannon,"💡 ¿Cómo funciona?\n• Al darle electricidad dispara mucho más rápido.\n• La parte blanca sirve para conectarle una tubería.\n• Si le das un segundo toque, se abrirá el panel para ajustar su dirección y conexión.","💡 How does it work?\n• Powering it with electricity makes it fire much faster.\n• The white base is for connecting a pipe.\n• Tap it again to open the panel to adjust its direction and connection.","💡 Come funziona?\n• Alimenta con elettricità per sparare molto più velocemente.\n• La base bianca serve a connettere un tubo.\n• Toccalo di nuovo per aprire il pannello e regolarne direzione e connessione.","💡 Comment ça marche ?\n• Donnez-lui de l'électricité pour tirer beaucoup plus rapidement.\n• La base blanche sert à connecter un tuyau.\n• Touchez-le à nouveau pour ouvrir le panneau et ajuster sa direction et sa connexion.","💡 Wie funktioniert das?\n• Stromversorgung lässt sie viel schneller schießen.\n• Der weiße Teil dient zum Anschließen eines Rohrs.\n• Tippe erneut darauf, um das Panel zu öffnen und Richtung sowie Anschluss anzupassen.","💡 Como funciona?\n• Dando eletricidade faz com que ele dispare muito mais rápido.\n• A base branca serve para conectar um tubo.\n• Toque novamente para abrir o painel e ajustar sua direção e conexão."
tut_logic_gate,"💡 ¿Cómo funciona?\n• Toca la compuerta lógica de nuevo para rotarla y cambiar su dirección.","💡 How does it work?\n• Tap the logic gate again to rotate it and change its direction.","💡 Come funziona?\n• Tocca di nuovo la porta logica per ruotarla e cambiarne la direzione.","💡 Comment ça marche ?\n• Touchez à nouveau la porte logique pour la faire pivoter et changer sa direction.","💡 Wie funktioniert das?\n• Tippe erneut auf das Logikgatter, um es zu drehen und seine Richtung zu ändern.","💡 Como funciona?\n• Toque na porta lógica novamente para girá-la e alterar sua direção."
tut_phase_block,"💡 ¿Cómo funciona?\n• Al darle electricidad se vuelve invisible.\n• Los materiales y NPCs podrán pasar a través de él.","💡 How does it work?\n• Powering it with electricity makes it invisible.\n• Materials and NPCs can pass through it.","💡 Come funziona?\n• Alimenta con elettricità per renderlo invisibile.\n• I materiali e gli NPC possono passarci attraverso.","💡 Comment ça marche ?\n• Donnez-lui de l'électricité pour le rendre invisible.\n• Les matériaux et les PNJ peuvent passer à travers.","💡 Wie funktioniert das?\n• Stromversorgung macht ihn unsichtbar.\n• Materialien und NPCs können hindurchgehen.","💡 Como funciona?\n• Dando eletricidade faz com que ele fique invisível.\n• Materiais e NPCs podem passar por ele."
PISTON_LENGTH, "Largo del pistón", "Piston Length", "Lunghezza del pistone", "Longueur du piston", "Kolbenlänge", "Comprimento do pistão"
GRID_SNAP_LBL, "Malla técnica", "Grid Snap", "Griglia tecnica", "Grille technique", "Technisches Raster", "Malha técnica"
tut_grid,"💡 ¿Cómo funciona?\n• La malla técnica te ayuda a colocar materiales y mecanismos con precisión. ¡Cada cuadro representa un bloque!\n• ¡Prueba colocando un elemento!","💡 How does it work?\n• The technical grid helps you place materials and mechanisms with precision. Each square represents a block!\n• Try placing an element!","💡 Come funziona?\n• La griglia tecnica ti aiuta a posizionare materiali e meccanismi con precisione. Ogni quadrato rappresenta un blocco!\n• Prova a posizionare un elemento!","💡 Comment ça marche ?\n• La grille technique vous aide à placer les matériaux et mécanismes avec précision. Chaque carré représente un bloc !\n• Essayez de placer un élément !","💡 Wie funktioniert das?\n• Das technische Raster hilft dir, Materialien und Mechanismen präzise zu platzieren. Jedes Quadrat stellt einen Block dar!\n• Versuche, ein Element zu platzieren!","💡 Como funciona?\n• A malha técnica ajuda você a colocar materiais e mecanismos com precisão. Cada quadrado representa um bloco!\n• Tente colocar um elemento!"
btn_comunidad,Comunidad,Community,Comunità,Communauté,Gemeinschaft,Comunidade
btn_top_semanal,Top Semanal,Weekly Top,Top Settimanale,Top Hebdomadaire,Wöchentliche Top,Top Semanal
btn_recien_subidos,Recién Subidos,Recently Uploaded,Caricati di Recente,Récemment Ajoutés,Kürzlich Hochgeladen,Adicionados Recentemente
tab_top_semanal,Top Semanal,Weekly Top,Top Settimanale,Top Hebdomadaire,Wöchentliche Top,Top Semanal
tab_top_historico,Top Histórico,All-Time Top,Top Storico,Top Historique,Allzeit-Top,Top Histórico
tab_tendencias,Tendencias,Trending,Tendenze,Tendances,Trends,Tendências
tab_joyas_ocultas,Joyas Ocultas,Hidden Gems,Gemme Nascoste,Joyaux Cachés,Geheimtipps,Joias Ocultas
tab_ruleta,Ruleta,Roulette,Roulette,Roulette,Roulette,Roleta
tab_recientes,Recientes,Recent,Recenti,Récents,Neueste,Recentes
tab_mis_mundos,Mis Mundos,My Worlds,I Miei Mondi,Mes Mondes,Meine Welten,Meus Mundos
tab_subir_mundo,Subir mi Mundo,Upload my World,Carica il mio Mondo,Téléverser mon Monde,Meine Welt hochladen,Enviar meu Mundo
btn_gestionar_mundos,⚙️ Gestionar Mundos,⚙️ Manage Worlds,⚙️ Gestisci Mondi,⚙️ Gérer les Mondes,⚙️ Welten verwalten,⚙️ Gerenciar Mundos
upload_title,Subir Nuevo Mundo,Upload New World,Carica Nuovo Mondo,Téléverser un Nouveau Monde,Neue Welt hochladen,Enviar Novo Mundo
upload_slot_label,Slot a subir:,Slot to upload:,Slot da caricare:,Emplacement à téléverser :,Slot zum Hochladen:,Slot para enviar:
upload_name_label,Nombre público:,Public name:,Nome pubblico:,Nom public :,Öffentlicher Name:,Nome público:
upload_category_label,Categoría:,Category:,Categoria:,Catégorie :,Kategorie:,Categoria:
cat_none,Ninguna,None,Nessuna,Aucune,Keine,Nenhuma
cat_circuits,Circuitos,Circuits,Circuiti,Circuits,Schaltungen,Circuitos
cat_npcs,NPCs,NPCs,NPC,PNJ,NPCs,NPCs
cat_art,Arte,Art,Arte,Art,Kunst,Arte
cat_music,Música,Music,Musica,Musique,Musik,Música
btn_cancel,Cancelar,Cancel,Annulla,Annuler,Abbrechen,Cancelar
btn_upload_confirm,Subir a la Workshop,Upload to Workshop,Carica nel Workshop,Téléverser sur le Workshop,In den Workshop hochladen,Enviar para o Workshop
btn_select_slot,Seleccionar,Select,Seleziona,Sélectionner,Auswählen,Selecionar
uploading_world,"Subiendo mundo a la Workshop","Uploading world to the Workshop","Caricamento del mondo nel Workshop","Envoi du monde vers le Workshop","Upload der Welt in den Workshop","Enviando mundo para o Workshop"
upload_success,"Tu mundo {0} se ha subido con éxito a la Workshop","Your world {0} has been successfully uploaded to the Workshop","Il tuo mondo {0} è stato caricato con successo nel Workshop","Votre monde {0} a été envoyé avec succès vers le Workshop","Deine Welt {0} wurde erfolgreich in den Workshop hochgeladen","Seu mundo {0} foi enviado com sucesso para o Workshop"
tab_mis_descargas,Mis Descargas,My Downloads,Meus Downloads,Mes Téléchargements,I miei download,Meine Downloads
load_worls,Cargando mundos...,Loading worlds...,Carregando mundos...,Chargement des mondes...,Caricamento mondi...,Welten werden geladen...
card_untitled,Sin título,Untitled,Senza titolo,Sans titre,Ohne Titel,Sem título
card_anonymous,Anónimo,Anonymous,Anonimo,Anonyme,Anonym,Anônimo
card_by,Por: ,By: ,Da: ,Par : ,Von: ,Por: 
card_play_download,Descargar,Download,Scarica,Télécharger,Herunterladen,Baixar
card_report,Reportar,Report,Segnala,Signaler,Melden,Reportar
card_edit,✏️ Editar,✏️ Edit,✏️ Modifica,✏️ Modifier,✏️ Bearbeiten,✏️ Editar
card_delete,Eliminar,Delete,Elimina,Supprimer,Löschen,Excluir
card_reports,🚩 Reportes: ,🚩 Reports: ,🚩 Segnalazioni: ,🚩 Signalements : ,🚩 Meldungen: ,🚩 Denúncias: 
card_downloading,Descargando mundo...,Downloading world...,Download mondo...,Téléchargement du monde...,Welt wird heruntergeladen...,Baixando mundo...
card_play,Jugar,Play,Gioca,Jouer,Spielen,Jogar
msg_download_success,El mundo "{0}" fue descargado con éxito.,The world "{0}" was successfully downloaded.,Il mondo "{0}" è stato scaricato con successo.,Le monde "{0}" a été téléchargé avec succès.,Die Welt "{0}" wurde erfolgreich heruntergeladen.,O mundo "{0}" foi baixado com sucesso.
update_in,Se actualiza en:,Updates in:,Si aggiorna in:,Mise à jour dans :,Aktualisiert in:,Atualiza em:
no_worlds_here,Aun no hay mundos aqui 🙁,No worlds here yet 🙁,Ancora nessun mondo qui 🙁,Pas encore de mondes ici 🙁,Noch keine Welten hier 🙁,Ainda não há mundos aqui 🙁
watch_ad_download,🎥 Ver Anuncio,🎥 Watch Ad,🎥 Guarda Annuncio,🎥 Regarder la pub,🎥 Werbung ansehen,🎥 Assistir Anúncio
watch_ad_download_desc,"Para ayudarnos a mantener los servidores, necesitas ver un corto anuncio para descargar este mapa.","To help us maintain the servers, you need to watch a short ad to download this map.","Per aiutarci a mantenere i server, devi guardare un breve annuncio per scaricare questa mappa.","Pour nous aider à maintenir les serveurs, vous devez regarder une courte publicité pour télécharger cette carte.","Um uns zu helfen, die Server am Laufen zu halten, musst du eine kurze Werbung ansehen, um diese Karte herunterzuladen.","Para nos ajudar a manter os servidores, você precisa assistir a um curto anúncio para baixar este mapa."
watch_ad_ruleta_desc,"Para ayudarnos a mantener los servidores, necesitas ver un corto anuncio para recargar la ruleta.","To help us maintain the servers, you need to watch a short ad to reload the roulette.","Per aiutarci a mantenere i server, devi guardare un breve annuncio per ricaricare la roulette.","Pour nous aider à maintenir les serveurs, vous devez regarder une courte publicité pour recharger la roulette.","Um uns zu helfen, die Server am Laufen zu halten, musst du eine kurze Werbung ansehen, um das Roulette neu zu laden.","Para nos ajudar a manter os servidores, você precisa assistir a um curto anúncio para recarregar a roleta."
btn_tirar_dados,Lanzar los dados,Roll the dice,Lancia i dadi,Lancer les dés,Würfeln,Rolar os dados
no_internet,"Lo sentimos, no se pudo conectar a la red.","Sorry, could not connect to the network.","Siamo spiacenti, impossibile connettersi alla rete.","Désolé, impossible de se connecter au réseau.","Leider keine Verbindung zum Netzwerk möglich.","Desculpe, não foi possível conectar à rede."
btn_upload_ad,🎥 Subir (Anuncio),🎥 Upload (Ad),🎥 Carica (Annuncio),🎥 Envoyer (Pub),🎥 Hochladen (Werbung),🎥 Enviar (Anúncio)
upload_limit_reached,Límite Diario Alcanzado,Daily Limit Reached,Limite Giornaliero Raggiunto,Limite Quotidienne Atteinte,Tageslimit Erreicht,Limite Diário Atingido
daily_uploads_status,Subidas diarias: {0} de {1},Daily uploads: {0} of {1},Caricamenti giornalieri: {0} di {1},Envois quotidiens : {0} sur {1},Tägliche Uploads: {0} von {1},Envios diários: {0} de {1}
downloaded_maps_count,Mapas descargados: {0},Downloaded maps: {0},Mappe scaricate: {0},Cartes téléchargées : {0},Heruntergeladene Karten: {0},Mapas baixados: {0}
btn_buscar,Buscar,Search,Cerca,Rechercher,Suchen,Procurar
msg_error,Error,Error,Errore,Erreur,Fehler,Erro
map_code,Código mapa:,Map code:,Codice mappa:,Code de carte:,Karten-Code:,Código do mapa:
msg_copied,¡ID Copiado!,ID Copied!,ID Copiato!,ID Copié!,ID Kopiert!,ID Copiado!
card_like,Dar Like,Like,Mi piace,J'aime,Gefällt mir,Curtir
card_liked,❤️ Ya te gusta,❤️ Liked,❤️ Piace,❤️ Aimé,❤️ Gefällt mir,❤️ Curtiu
auth_required_desc,"Para subir mapas a la comunidad y proteger tus creaciones, debes vincular tu cuenta de Google Play Juegos.","To upload maps to the community and protect your creations, you must link your Google Play Games account.","Per caricare mappe nella community e proteggere le tue creazioni, devi collegare il tuo account Google Play Games.","Pour télécharger des cartes dans la communauté et protéger vos créations, vous devez lier votre compte Google Play Jeux.","Um Karten hochzuladen und Ihre Kreationen zu schützen, müssen Sie Ihr Google Play Games-Konto verknüpfen.","Para enviar mapas para a comunidade e proteger suas criações, você deve vincular sua conta do Google Play Games."
btn_link_google_play,Vincular a Google Play,Link to Google Play,Collega a Google Play,Lier à Google Play,Mit Google Play verknüpfen,Vincular ao Google Play
btn_actualizar,Actualizar,Refresh,Aggiorna,Actualiser,Aktualisieren,Atualizar
confirm_delete_download_title,Eliminar Descarga,Delete Download,Elimina Download,Supprimer Téléchargement,Download löschen,Excluir Download
confirm_delete_download_msg,¿Seguro que quieres borrar este mundo descargado de tu dispositivo?,Are you sure you want to delete this downloaded world from your device?,Sei sicuro di voler eliminare questo mondo scaricato dal tuo dispositivo?,Êtes-vous sûr de vouloir supprimer ce monde téléchargé de votre appareil?,Möchten Sie diese heruntergeladene Welt wirklich von Ihrem Gerät löschen?,Tem certeza de que deseja excluir este mundo baixado do seu dispositivo?
confirm_report_world_title,Reportar Mundo,Report World,Segnala Mondo,Signaler le Monde,Welt melden,Denunciar Mundo
confirm_report_world_msg,¿Estás seguro que deseas reportar este mapa por contenido inapropiado?,Are you sure you want to report this map for inappropriate content?,Sei sicuro di voler segnalare questa mappa per contenuti inappropriati?,Êtes-vous sûr de vouloir signaler cette carte pour contenu inapproprié?,Möchten Sie diese Karte wirklich wegen unangemessener Inhalte melden?,Tem certeza de que deseja denunciar este mapa por conteúdo impróprio?
report_sent_title,Reporte Enviado,Report Sent,Segnalazione Inviata,Signalement Envoyé,Meldung Gesendet,Denúncia Enviada
report_sent_msg,Hemos recibido tu reporte sobre este mapa. El equipo de moderación lo revisará pronto.,We have received your report on this map. The moderation team will review it soon.,Abbiamo ricevuto la tua segnalazione su questa mappa. Il team di moderazione la esaminerà presto.,Nous avons bien reçu votre signalement concernant cette carte. L équipe de modération l examinera bientôt.,Wir haben Ihre Meldung zu dieser Karte erhalten. Das Moderationsteam wird sie in Kürze prüfen.,Recebemos sua denúncia sobre este mapa. A equipe de moderação a analisará em breve.
notice_title,Aviso,Notice,Avviso,Avis,Hinweis,Aviso
already_reported_msg,Ya has reportado este mapa.,You have already reported this map.,Hai già segnalato questa mappa.,Vous avez déjà signalé cette carte.,Sie haben diese Karte bereits gemeldet.,Você já denunciou este mapa.
confirm_save_changes_title,Guardar Cambios,Save Changes,Salva le Modifiche,Sauvegarder les Modifications,Änderungen Speichern,Salvar Alterações
confirm_save_changes_msg,¿Seguro que quieres guardar los cambios en este mundo?,Are you sure you want to save changes to this world?,Sei sicuro di voler salvare le modifiche a questo mondo?,Êtes-vous sûr de vouloir enregistrer les modifications apportées à ce monde?,Möchten Sie die Änderungen an dieser Welt wirklich speichern?,Tem certeza de que deseja salvar as alterações neste mundo?
confirm_upload_world_title,Subir Mundo,Upload World,Carica Mondo,Mettre en Ligne le Monde,Welt Hochladen,Carregar Mundo
confirm_upload_world_msg,¿Seguro que quieres publicar este mundo en la Workshop pública?,Are you sure you want to publish this world to the public Workshop?,Sei sicuro di voler pubblicare questo mondo nel Workshop pubblico?,Êtes-vous sûr de vouloir publier ce monde dans le Workshop public?,Möchten Sie diese Welt wirklich im öffentlichen Workshop veröffentlichen?,Tem certeza de que deseja publicar este mundo no Workshop público?
confirm_delete_world_title,Eliminar Mundo,Delete World,Elimina Mondo,Supprimer le Monde,Welt Löschen,Excluir Mundo
confirm_delete_world_msg,¿Seguro que quieres borrar este mundo de la Workshop? Esto no se puede deshacer.,Are you sure you want to delete this world from the Workshop? This cannot be undone.,Sei sicuro di voler eliminare questo mondo dal Workshop? Questa operazione non può essere annullata.,Êtes-vous sûr de vouloir supprimer ce monde du Workshop ? Cette action est irréversible.,Möchten Sie diese Welt wirklich aus dem Workshop löschen? Dies kann nicht rückgängig gemacht werden.,Tem certeza de que deseja excluir este mundo do Workshop? Isso não pode ser desfeito.
edit_world_dialog_title,✏️ Modificar Mundo,✏️ Edit World,✏️ Modifica Mondo,✏️ Modifier le Monde,✏️ Welt Bearbeiten,✏️ Editar Mundo
map_file_label,Archivo del mapa,Map file,File mappa,Fichier carte,Kartendatei,Arquivo do mapa
keep_online_file,💾 Mantener archivo online actual,💾 Keep current online file,💾 Mantieni file online attuale,💾 Conserver fichier en ligne actuel,💾 Aktuelle Online-Datei behalten,💾 Manter arquivo online atual
replace_using_slot,⚠️ Reemplazar usando: Slot ,⚠️ Replace using: Slot ,⚠️ Sostituisci con: Slot ,⚠️ Remplacer en utilisant : Slot ,⚠️ Ersetzen durch: Slot ,⚠️ Substituir usando: Slot 
err_upload_thumb,Error al subir imagen de miniatura.,Error uploading thumbnail image.,Errore durante il caricamento della miniatura.,Erreur lors du téléchargement de la miniature.,Fehler beim Hochladen des Miniaturbilds.,Erro ao enviar a imagem em miniatura.
err_upload_data,Error al subir los datos del mundo.,Error uploading world data.,Errore durante il caricamento dei dati del mondo.,Erreur lors du téléchargement des données du monde.,Fehler beim Hochladen der Weltdaten.,Erro ao enviar os dados do mundo.
err_generate_id,Error: No se pudo generar un ID único para el mapa. Intenta de nuevo.,Error: Could not generate a unique ID for the map. Try again.,Errore: Impossibile generare un ID univoco per la mappa. Riprova.,Erreur : Impossible de générer un identifiant unique pour la carte. Réessayez.,Fehler: Es konnte keine eindeutige ID für die Karte generiert werden. Bitte erneut versuchen.,Erro: Não foi possível gerar um ID exclusivo para o mapa. Tente novamente.
err_save_db,Error al guardar información del mundo en la base de datos. Detalle: ,Error saving world information to the database. Detail: ,Errore durante il salvataggio delle informazioni del mondo nel database. Dettaglio: ,Erreur lors de l'enregistrement des informations du monde dans la base de données. Détail : ,Fehler beim Speichern der Weltinformationen in der Datenbank. Detail: ,Erro ao salvar informações do mundo no banco de dados. Detalhe: 
msg_upload_success,¡Mundo subido con éxito!,World uploaded successfully!,Mondo caricato con successo!,Monde téléchargé avec succès !,Welt erfolgreich hochgeladen!,Mundo enviado com sucesso!
err_auth,Error de autenticación.,Authentication error.,Errore di autenticazione.,Erreur d'authentification.,Authentifizierungsfehler.,Erro de autenticação.
err_grid_not_found,Error interno: Grid no encontrado.,Internal error: Grid not found.,Errore interno: Grid non trovato.,Erreur interne : Grid introuvable.,Interner Fehler: Grid nicht gefunden.,Erro interno: Grid não encontrado.
err_save_not_found,El archivo de guardado no existe en el disco.,The save file does not exist on disk.,Il file di salvataggio non esiste sul disco.,Le fichier de sauvegarde n'existe pas sur le disque.,Die Speicherdatei existiert nicht auf der Festplatte.,O arquivo de salvamento não existe no disco.
err_save_empty,El archivo de guardado está vacío.,The save file is empty.,Il file di salvataggio è vuoto.,Le fichier de sauvegarde est vide.,Die Speicherdatei ist leer.,O arquivo de salvamento está vazio.
err_upload_new_thumb,Error al subir nueva miniatura.,Error uploading new thumbnail.,Errore durante il caricamento della nuova miniatura.,Erreur lors du téléchargement de la nouvelle miniature.,Fehler beim Hochladen des neuen Miniaturbilds.,Erro ao enviar nova miniatura.
err_upload_new_data,Error al subir los datos del nuevo mundo.,Error uploading new world data.,Errore durante il caricamento dei dati del nuovo mondo.,Erreur lors du téléchargement des données du nouveau monde.,Fehler beim Hochladen der neuen Weltdaten.,Erro ao enviar os dados do novo mundo.
err_get_doc,Error al obtener documento del mundo.,Error fetching world document.,Errore durante il recupero del documento del mondo.,Erreur lors de la récupération du document du monde.,Fehler beim Abrufen des Weltdokuments.,Erro ao obter o documento do mundo.
msg_update_success,Mundo actualizado exitosamente.,World updated successfully.,Mondo aggiornato con successo.,Monde mis à jour avec succès.,Welt erfolgreich aktualisiert.,Mundo atualizado com sucesso.
err_update_db,Error al actualizar la base de datos.,Error updating database.,Errore durante l'aggiornamento del database.,Erreur lors de la mise à jour de la base de données.,Fehler beim Aktualisieren der Datenbank.,Erro ao atualizar o banco de dados.
msg_map_not_found,No se encontró ningún mapa con el código: ,No map found with the code: ,Nessuna mappa trovata con il codice: ,Aucune carte trouvée avec le code : ,Es wurde keine Karte mit dem Code gefunden: ,Nenhum mapa encontrado com o código: 
msg_deleting,Eliminando...,Deleting...,Eliminazione in corso...,Suppression...,Löschen...,Excluindo...
world_manager_title,Gestor de Mundos,World Manager,Gestore Mondi,Gestionnaire de Mondes,Weltmanager,Gerenciador de Mundos
